time,note,velocity
0,48,96
0.0054347812499999995,57,99
0,53,97
0.0054347812499999995,64,100
0,52,96
0.0054347812499999995,57,97
0,60,99
0.0054347812499999995,67,100
0,64,100
0,47,96
0.0054347812499999995,52,97
0,55,99
0.0054347812499999995,62,100
0,47,96
0.0054347812499999995,52,97
0,55,99
0.0054347812499999995,62,100
1.0326084375,60,100
0,48,96
0.0054347812499999995,57,99
0,53,97
0.0054347812499999995,64,100
0,52,96
0.0054347812499999995,57,97
0,60,99
0.0054347812499999995,67,100
0,64,100
0,47,96
0.0054347812499999995,52,97
0,55,99
0.0054347812499999995,62,100
0,47,96
0.0054347812499999995,52,97
0,55,99
0.0054347812499999995,62,100
1.0326084375,60,100
