time,note,velocity
0,53,83
0.011160708333333333,60,73
0.005580354166666667,65,96
0.011160708333333333,68,87
0.005580354166666667,75,79
1.037945875,73,74
0.535714,72,94
0,48,79
0.011160708333333333,55,87
0.005580354166666667,60,82
0.011160708333333333,64,82
0.005580354166666667,70,85
1.037945875,68,91
0.535714,72,75
0,46,77
0.011160708333333333,53,93
0.005580354166666667,58,74
0.011160708333333333,61,94
0.005580354166666667,68,91
1.573659875,72,78
0,46,70
0.011160708333333333,53,72
0.005580354166666667,58,79
0.011160708333333333,61,91
0.005580354166666667,68,97
1.573659875,72,78
0,53,83
0.011160708333333333,60,73
0.005580354166666667,65,96
0.011160708333333333,68,87
0.005580354166666667,75,79
1.573659875,72,94
0,48,79
0.011160708333333333,55,87
0.005580354166666667,60,82
0.011160708333333333,64,82
0.005580354166666667,70,85
1.573659875,72,75
0,46,77
0.011160708333333333,53,93
0.005580354166666667,58,74
0.011160708333333333,61,94
0.005580354166666667,68,91
1.573659875,72,78
0,46,70
0.011160708333333333,53,72
0.005580354166666667,58,79
0.011160708333333333,61,91
0.005580354166666667,68,97
1.573659875,72,78
