time,note,velocity
0,52,95
0.012499999999999999,68,96
0.012499999999999999,75,98
0.012499999999999999,83,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,52,95
0.012499999999999999,71,96
0.012499999999999999,75,98
0.012499999999999999,80,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,49,95
0.012499999999999999,68,96
0.012499999999999999,69,98
0.012499999999999999,76,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,64,98
0.012499999999999999,68,99
0,45,95
0.012499999999999999,64,96
0.012499999999999999,68,98
0.012499999999999999,73,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,68,98
0.012499999999999999,76,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,87,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,52,95
0.012499999999999999,71,96
0.012499999999999999,75,98
0.012499999999999999,80,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,49,95
0.012499999999999999,68,96
0.012499999999999999,69,98
0.012499999999999999,76,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,64,98
0.012499999999999999,68,99
0,45,95
0.012499999999999999,64,96
0.012499999999999999,68,98
0.012499999999999999,73,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,68,98
0.012499999999999999,76,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,75,98
0.012499999999999999,83,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,52,95
0.012499999999999999,71,96
0.012499999999999999,75,98
0.012499999999999999,80,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,49,95
0.012499999999999999,68,96
0.012499999999999999,69,98
0.012499999999999999,76,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,64,98
0.012499999999999999,68,99
0,45,95
0.012499999999999999,64,96
0.012499999999999999,68,98
0.012499999999999999,73,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,68,98
0.012499999999999999,76,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,87,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,52,95
0.012499999999999999,71,96
0.012499999999999999,75,98
0.012499999999999999,80,99
0,52,95
0.012499999999999999,68,96
0.012499999999999999,71,98
0.012499999999999999,75,99
0,49,95
0.012499999999999999,68,96
0.012499999999999999,69,98
0.012499999999999999,76,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,64,98
0.012499999999999999,68,99
0,45,95
0.012499999999999999,64,96
0.012499999999999999,68,98
0.012499999999999999,73,99
0,45,95
0.012499999999999999,61,96
0.012499999999999999,68,98
0.012499999999999999,76,99
