time,note,velocity
0,46,96
0.01616378125,58,97
0.01616378125,65,99
0.021551708333333332,69,100
0.4633617291666666,65,100
0.517241,62,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0.44719794791666667,57,99
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0,45,96
0.01616378125,57,97
0.01616378125,60,99
0.021551708333333332,64,100
0,38,97
0.01616378125,62,99
0.01616378125,65,100
0,46,96
0.01616378125,58,97
0.01616378125,65,99
0.021551708333333332,69,100
0.4633617291666666,65,100
0.517241,62,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0.5226289270833333,57,99
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.010775854166666666,64,100
0,45,94
0.01616378125,57,96
0.01616378125,60,97
0.021551708333333332,64,99
0,38,97
0.01616378125,62,99
0.01616378125,65,100
0,46,96
0.01616378125,58,97
0.01616378125,65,99
0.021551708333333332,69,100
0.9806027291666666,62,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0,45,96
0.01616378125,57,97
0.01616378125,60,99
0.021551708333333332,64,100
0,38,97
0.01616378125,62,99
0.01616378125,65,100
0,46,96
0.01616378125,58,97
0.01616378125,65,99
0.021551708333333332,69,100
0.9806027291666666,62,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0,41,94
0.01616378125,53,96
0.01616378125,57,97
0.021551708333333332,60,99
0.01616378125,64,100
0,45,94
0.01616378125,57,96
0.01616378125,60,97
0.021551708333333332,64,99
0,38,97
0.01616378125,62,99
0.01616378125,65,100
