time,note,velocity
0,71,81
0,42,28
0.20833349999999998,69,47
0.20833349999999998,59,65
0.02170140625,43,71
0.02170140625,64,65
0.02170140625,43,40
0.02170140625,76,81
0,66,65
0.20833349999999998,71,73
0.02170140625,69,87
0.41666699999999995,66,47
0.02170140625,71,81
0,42,28
0.20833349999999998,69,47
0.20833349999999998,59,65
0.02170140625,43,71
0.02170140625,64,65
0.02170140625,43,40
0.02170140625,76,81
0,66,65
0.20833349999999998,71,73
0.02170140625,69,87
0.41666699999999995,66,47
0.02170140625,71,81
0,42,28
0.20833349999999998,69,47
0.20833349999999998,59,65
0.02170140625,43,71
0.02170140625,64,65
0.02170140625,43,40
0.02170140625,76,81
0,66,65
0.20833349999999998,71,73
0.02170140625,69,87
0.41666699999999995,66,47
0.02170140625,43,28
0,71,81
0.20833349999999998,69,47
0.20833349999999998,59,65
0.02170140625,42,71
0.02170140625,64,65
0.02170140625,42,40
0.02170140625,76,81
0,66,65
0.20833349999999998,71,73
0.02170140625,69,87
0.41666699999999995,66,47
