time,note,velocity
0,41,90
0.0037650624999999997,53,92
0.0037650624999999997,57,95
0.0037650624999999997,60,99
0.0075301249999999995,64,98
0,41,91
0.0037650624999999997,53,94
0.0037650624999999997,57,94
0.0037650624999999997,60,98
0.0075301249999999995,64,95
0,41,91
0.0037650624999999997,53,94
0.0037650624999999997,57,92
0.0037650624999999997,60,96
0.0075301249999999995,64,97
0,41,95
0.0037650624999999997,53,95
0.0037650624999999997,57,98
0.0037650624999999997,60,96
0.0338855625,64,92
0,41,90
0.0037650624999999997,53,91
0.0037650624999999997,57,94
0.0037650624999999997,60,98
0.0075301249999999995,64,95
0,38,92
0.0075301249999999995,50,94
0.0037650624999999997,53,95
0.0075301249999999995,57,97
0.0037650624999999997,60,98
0,36,92
0.0037650624999999997,48,95
0.0037650624999999997,52,92
0.0037650624999999997,55,98
0.0075301249999999995,59,99
0,36,91
0.0037650624999999997,48,91
0.0037650624999999997,52,97
0.0037650624999999997,55,95
0.0075301249999999995,59,99
0,36,91
0.0037650624999999997,48,95
0.0037650624999999997,52,95
0.0037650624999999997,55,96
0.0075301249999999995,59,95
0,36,96
0.0037650624999999997,48,92
0.0037650624999999997,52,96
0.0037650624999999997,55,98
0.0564759375,59,92
0,36,89
0.0037650624999999997,48,93
0.0037650624999999997,52,92
0.0037650624999999997,55,97
0.0075301249999999995,59,97
0,40,93
0.0037650624999999997,52,92
0.0037650624999999997,55,92
0.0037650624999999997,59,94
0.0075301249999999995,62,97
0,41,90
0.0037650624999999997,53,92
0.0037650624999999997,57,95
0.0037650624999999997,60,99
0.0075301249999999995,64,98
0,41,91
0.0037650624999999997,53,94
0.0037650624999999997,57,94
0.0037650624999999997,60,98
0.0075301249999999995,64,95
0,41,91
0.0037650624999999997,53,94
0.0037650624999999997,57,92
0.0037650624999999997,60,96
0.0075301249999999995,64,97
0,41,95
0.0037650624999999997,53,95
0.0037650624999999997,57,98
0.0037650624999999997,60,96
0.0338855625,64,92
0,41,90
0.0037650624999999997,53,91
0.0037650624999999997,57,94
0.0037650624999999997,60,98
0.0075301249999999995,64,95
0,38,92
0.0075301249999999995,50,94
0.0037650624999999997,53,95
0.0075301249999999995,57,97
0.0037650624999999997,60,98
0,36,92
0.0037650624999999997,48,95
0.0037650624999999997,52,92
0.0037650624999999997,55,98
0.0075301249999999995,59,99
0,36,91
0.0037650624999999997,48,91
0.0037650624999999997,52,97
0.0037650624999999997,55,95
0.0075301249999999995,59,99
0,36,91
0.0037650624999999997,48,95
0.0037650624999999997,52,95
0.0037650624999999997,55,96
0.0075301249999999995,59,95
0,36,96
0.0037650624999999997,48,92
0.0037650624999999997,52,96
0.0037650624999999997,55,98
0.0564759375,59,92
0,36,89
0,62,87
0.0037650624999999997,48,93
0.0037650624999999997,52,92
0.0037650624999999997,55,97
0.0075301249999999995,59,97
0,40,93
0.0037650624999999997,52,92
0.0037650624999999997,55,92
0.0037650624999999997,59,94
0.0075301249999999995,62,85
0.030120499999999998,67,86
