time,note,velocity
0,78,101
0,28,96
0.0037650624999999997,59,99
0.0037650624999999997,40,96
0.015060249999999999,68,101
0.0263554375,80,99
0.0075301249999999995,49,96
0.2221386875,75,101
0,33,96
0,73,101
0.0037650624999999997,64,99
0.0037650624999999997,45,96
0.0263554375,78,99
0.0075301249999999995,54,96
1.3893080624999998,73,101
0,32,96
0.0037650624999999997,63,99
0.0037650624999999997,78,101
0,44,96
0.0188253125,71,101
0.022590375,80,99
0,52,96
0.30497006249999997,75,101
0,70,101
0,30,96
0.0037650624999999997,61,99
0.0037650624999999997,42,96
0.022590375,75,99
0.0075301249999999995,51,96
1.3893080624999998,73,99
